rainfall_mm,slope_deg,elevation_m,soil_moisture,historical_events,infrastructure_density,landslide_risk
30.4,32.06,923.72,56.29,2,41.07,0
75.04,30.89,2371.55,42.8,2,53.64,1
296.81,41.1,2696.78,22.59,11,43.4,1
56.87,7.21,2472.73,76.95,0,16.03,1
143.79,41.59,1829.0,47.9,8,49.56,0
234.1,26.99,4129.97,76.77,6,13.14,0
237.81,11.94,2220.6,11.23,10,23.65,0
221.23,28.89,1947.33,53.73,12,42.9,1
218.77,15.28,1905.69,20.35,4,99.43,1
211.94,49.55,4005.72,55.21,2,18.87,0
188.67,13.18,1102.31,46.12,4,99.04,0
27.28,7.8,2536.49,37.58,10,98.01,1
127.82,8.37,2635.36,14.65,1,26.92,0
95.95,7.62,704.45,14.69,11,32.16,1
84.05,38.36,2654.54,32.7,7,36.36,1
165.53,52.41,2156.06,76.72,5,74.29,1
181.41,18.1,1879.73,62.59,1,88.72,1
175.97,55.17,3771.78,27.14,11,44.58,1
282.55,39.05,2007.38,52.68,12,20.2,1
165.15,18.89,4885.38,86.81,8,97.51,0
134.54,44.45,5054.25,16.09,6,52.38,1
82.24,58.21,1948.28,96.02,0,79.44,0
222.21,26.86,3923.47,88.32,1,16.55,0
120.25,19.93,1420.33,24.4,3,59.21,1
278.59,33.2,3019.09,74.85,4,30.34,1
51.33,7.51,1691.08,13.52,2,94.2,1
39.89,53.04,757.6,98.2,3,53.46,1
110.73,9.58,4027.31,59.43,11,13.36,0
88.47,59.19,3629.78,10.94,5,21.93,0
161.22,58.83,4390.93,80.25,1,72.26,0
283.7,19.15,3631.15,64.39,3,81.68,1
242.32,46.41,1278.21,30.86,11,43.39,1
143.7,32.28,2796.95,83.4,2,18.89,0
6.31,13.96,1388.67,45.48,9,18.78,1
127.92,30.03,3725.59,46.23,11,52.68,1
113.36,6.14,4632.81,78.71,10,93.47,1
231.04,19.72,5192.99,63.97,12,96.64,0
101.52,43.91,1511.61,53.24,9,89.24,0
92.22,31.34,1719.04,58.92,4,62.75,1
89.02,33.13,4682.42,22.77,3,2.4,1
44.21,41.05,1629.42,89.11,6,68.68,1
297.23,17.35,5282.33,35.36,1,61.57,1
277.0,55.59,4977.93,64.41,2,42.86,1
267.94,42.79,3623.79,35.83,1,27.11,1
110.73,19.6,5034.92,81.88,12,0.22,1
96.08,26.48,4106.72,80.7,7,81.46,1
128.24,44.97,1223.34,39.07,2,18.19,1
208.03,27.77,4467.51,40.01,12,94.4,0
114.96,35.21,3193.74,54.33,8,82.14,1
173.36,43.14,4241.42,73.28,3,36.17,1
255.18,24.93,2869.63,22.02,1,5.96,0
245.7,21.21,1220.7,86.8,6,24.25,0
16.76,12.58,5310.26,73.36,6,73.31,1
31.8,36.99,2884.13,63.45,2,3.02,1
23.7,9.24,3345.92,83.23,2,76.54,0
284.63,30.86,4112.79,49.96,10,69.52,1
46.77,53.46,660.6,77.6,8,16.03,0
136.29,44.13,1790.27,61.49,4,70.94,1
47.04,58.52,3107.51,98.01,2,74.31,1
246.75,58.68,3525.42,16.95,11,46.84,1
192.57,50.5,1324.12,82.3,10,42.42,1
233.64,23.45,1697.65,24.65,1,6.53,0
226.96,22.0,3258.46,67.46,0,24.03,1
295.95,31.61,740.24,18.39,4,0.85,1
84.72,26.9,1474.42,77.67,11,35.58,1
268.95,32.7,3010.89,79.76,0,58.72,1
175.91,51.86,1950.6,23.64,7,7.88,1
64.69,42.48,1204.31,74.67,8,51.63,0
195.42,56.16,2207.08,80.68,5,29.08,1
213.83,42.56,1695.55,99.73,9,7.5,1
188.34,32.36,4523.63,22.84,4,54.71,1
28.23,22.25,5170.28,24.53,4,57.65,1
21.34,44.09,2803.71,98.75,4,76.31,0
291.5,31.85,2317.36,35.8,6,85.7,0
38.7,25.17,4724.18,95.68,5,8.35,0
297.37,7.35,5387.16,15.14,12,24.48,0
2.38,51.92,1953.3,24.24,6,85.38,0
104.68,30.77,3175.58,83.65,1,8.58,0
275.24,55.74,4341.08,27.95,5,6.45,1
222.39,11.29,2772.89,59.06,7,14.55,1
170.46,59.33,4371.03,15.62,12,36.15,1
260.41,57.4,3918.36,34.29,10,17.61,1
82.17,9.49,4868.88,50.63,6,52.48,0
27.73,54.59,2210.1,77.79,2,19.86,0
144.49,34.45,4419.29,96.9,6,35.47,1
234.92,37.84,889.04,70.12,9,14.46,0
247.05,45.39,4626.17,75.98,0,15.05,0
34.08,58.35,2531.93,56.86,0,98.82,0
257.18,39.89,3694.58,62.05,0,21.86,1
49.83,25.77,2240.43,95.71,10,57.68,1
244.13,5.89,4983.27,55.19,1,69.93,1
105.66,34.84,3115.85,78.86,1,92.63,1
111.94,35.4,1313.29,49.23,4,84.51,1
186.11,55.88,4784.99,99.58,12,83.72,1
4.93,56.29,1018.38,77.49,9,92.72,1
9.79,20.94,2603.2,30.06,7,55.16,1
256.9,57.28,2253.07,81.44,7,41.29,1
2.28,25.61,1619.68,35.52,10,26.45,0
238.54,27.81,1707.77,91.02,6,3.27,0
155.69,45.77,2087.35,25.34,9,99.28,1
292.05,15.6,3722.17,84.57,12,93.19,1
218.43,27.17,2090.62,24.26,3,9.96,0
151.28,39.73,4421.41,85.87,10,91.67,1
27.98,6.41,557.69,79.3,2,2.78,0
276.18,9.33,2412.02,76.81,2,98.34,1
195.76,17.2,1469.14,85.64,11,78.0,0
231.12,41.26,1874.82,94.15,10,2.31,1
278.16,11.75,1209.18,33.58,2,9.28,1
108.42,51.11,2454.0,54.19,0,41.37,1
125.97,53.93,3667.76,50.58,2,17.98,1
53.6,36.2,3533.27,12.83,5,99.37,0
47.52,45.79,5132.92,27.36,0,53.6,0
228.29,16.9,2324.45,90.87,0,32.75,0
80.28,31.49,5266.15,41.37,8,65.19,1
242.7,28.98,5231.73,93.01,4,17.3,1
117.85,37.1,4332.24,38.04,12,20.58,0
130.04,29.54,3481.65,34.45,5,62.29,0
112.19,39.8,821.33,25.05,0,95.81,1
122.94,38.21,4886.26,95.53,8,35.23,1
237.27,24.68,863.2,69.13,5,14.5,1
2.89,42.86,4084.01,29.24,9,79.52,1
180.54,34.0,1014.6,35.02,9,94.63,0
201.4,36.57,3731.35,71.39,6,31.78,0
149.6,59.46,2606.19,21.17,2,60.14,1
70.93,6.17,589.18,80.5,9,98.8,0
120.84,54.27,5090.17,13.52,10,1.63,1
248.96,27.83,2004.99,38.55,5,40.03,0
118.0,43.31,2772.91,86.38,1,84.31,0
30.82,17.32,4627.28,22.49,5,86.14,1
217.23,49.68,4580.74,58.38,0,93.41,0
77.91,48.17,1054.02,95.24,1,26.37,1
209.6,55.87,3417.27,20.79,5,86.19,0
266.34,58.12,2566.47,50.21,1,52.18,1
84.16,47.5,2913.53,18.26,12,29.62,1
167.55,53.01,3797.4,76.17,3,69.5,1
201.15,30.75,2425.3,53.89,5,20.87,1
158.29,52.22,4302.44,38.06,7,65.53,1
275.01,26.21,2762.16,65.84,3,78.0,1
83.35,14.03,2035.73,88.28,10,10.21,1
4.98,30.35,1833.78,52.86,8,45.26,1
278.08,9.62,2657.37,23.56,8,43.08,1
14.74,26.04,5140.1,27.45,3,40.27,0
158.87,32.15,2667.83,71.3,10,24.89,0
172.57,18.13,3160.66,34.79,9,69.95,1
117.87,17.09,4620.34,72.25,7,20.57,1
178.89,45.36,971.21,55.29,11,62.21,0
255.77,42.84,1351.16,71.33,2,18.73,1
142.38,23.37,1387.58,33.74,1,17.07,0
2.92,24.37,2869.15,10.09,3,47.26,0
87.2,17.56,3015.73,77.95,12,9.39,1
220.86,29.89,4174.08,99.08,4,66.34,0
90.34,23.36,3089.16,69.75,9,48.44,1
155.79,40.19,1239.5,46.93,3,65.94,1
222.3,58.53,2297.1,76.99,3,92.06,1
32.38,20.07,3634.46,59.04,7,98.73,0
104.65,23.22,3445.74,95.07,4,30.93,1
156.02,23.88,3561.84,49.01,7,56.67,1
2.5,56.0,1235.66,71.28,8,96.67,0
199.3,21.7,1941.3,81.98,0,45.39,1
146.51,5.28,2261.28,85.07,0,25.14,1
84.98,52.25,3826.63,79.2,2,95.37,0
129.62,55.5,1954.01,12.89,5,24.87,0
115.87,26.95,5020.81,90.37,4,59.7,0
241.31,12.65,4338.3,32.5,6,55.43,1
25.68,36.17,3641.59,59.12,6,78.24,1
208.24,32.71,3925.82,42.18,5,42.77,1
123.08,6.52,3294.55,96.17,6,8.84,0
174.1,25.52,3604.45,90.99,4,5.35,0
37.78,41.85,2814.04,78.67,8,46.02,0
194.96,23.34,987.0,36.15,7,69.06,0
36.43,37.15,3054.1,74.53,11,20.51,1
67.06,42.16,4761.28,37.08,4,71.91,0
241.69,39.3,1503.5,16.04,2,60.38,1
142.12,50.8,2719.08,15.01,1,29.99,1
55.21,17.92,4738.64,33.42,9,68.13,1
190.86,15.16,4592.75,69.17,2,51.15,0
60.11,31.43,1947.25,19.0,9,49.3,0
32.2,27.93,2624.16,12.52,7,12.01,1
174.16,6.87,3752.11,69.15,7,4.26,1
216.92,20.23,5408.77,42.2,8,21.08,0
157.52,33.22,1372.48,23.63,10,71.92,0
83.5,46.94,2014.65,45.45,10,48.37,0
181.75,14.92,4042.5,55.63,10,52.54,0
104.43,38.96,2518.87,14.04,11,15.92,1
31.87,56.38,2882.07,78.39,12,80.86,0
52.2,54.09,4279.07,47.81,1,6.19,1
11.23,46.25,2707.64,43.69,10,84.07,0
113.29,59.39,3368.9,27.98,4,49.11,0
67.65,45.82,2670.32,57.57,12,19.23,0
61.06,49.55,4966.46,42.36,6,56.83,0
102.21,42.53,5288.72,75.55,8,49.62,1
105.63,39.02,3293.49,22.41,1,43.89,0
262.19,36.3,1135.96,56.55,1,11.79,1
67.21,56.73,5111.37,32.62,11,35.79,0
47.36,20.84,3172.12,31.73,8,93.18,1
209.26,11.1,2854.89,92.57,4,65.32,1
126.42,16.03,4940.14,15.35,3,54.71,0
263.48,17.96,864.56,95.32,9,70.31,0
10.61,58.96,5249.54,63.83,9,92.94,1
217.0,10.72,2982.98,30.27,5,43.15,1
254.95,58.43,607.22,14.98,12,78.18,1
205.08,6.0,2910.87,44.84,6,69.54,1
128.05,12.58,2689.76,90.74,5,35.18,1
27.6,5.55,2565.33,77.73,12,79.32,1
297.28,5.82,4099.13,83.14,1,5.67,1
180.72,53.97,5490.44,21.67,6,47.87,1
23.04,18.76,3218.23,54.54,11,81.34,1
90.82,25.18,3257.03,88.21,3,52.68,1
209.33,32.69,769.99,91.04,11,95.06,0
252.43,33.65,2024.7,59.77,1,37.24,0
42.59,58.79,3991.71,68.49,7,95.3,1
176.47,21.52,5325.48,15.37,9,38.39,1
114.78,29.42,1622.24,44.14,10,43.11,1
104.34,6.43,3543.7,90.39,4,81.02,0
227.18,23.75,4646.2,49.07,6,78.26,0
165.99,57.39,5162.36,35.87,8,46.35,1
170.49,33.54,1312.74,44.32,11,99.26,1
204.78,20.09,5494.03,79.42,4,33.75,1
184.66,24.89,3796.15,80.42,12,77.16,1
250.8,51.62,2719.04,11.55,0,46.64,0
144.06,51.44,1589.21,15.27,1,27.64,1
53.94,47.13,1880.72,88.21,2,22.74,1
261.37,41.08,1663.36,68.91,2,68.44,1
215.21,8.34,4072.75,33.31,4,1.61,0
254.82,34.72,723.67,31.12,1,7.75,1
97.74,25.42,4613.46,47.44,10,42.65,1
7.41,38.38,2301.43,97.76,10,37.47,1
110.49,21.0,1250.32,63.21,1,60.9,0
153.24,47.95,3040.91,62.33,5,93.99,0
45.02,46.94,3746.06,95.97,3,56.54,0
189.1,45.37,3194.84,20.91,8,79.82,1
95.08,15.73,3376.22,92.0,5,24.31,0
108.59,30.07,4240.94,20.39,3,44.5,1
168.14,9.2,2311.48,53.57,3,44.9,1
170.8,50.47,1126.41,58.39,12,90.93,1
238.76,23.79,1089.82,46.77,8,98.32,0
189.79,47.5,4999.36,88.88,0,16.68,0
140.96,10.55,4847.29,85.05,0,69.0,0
39.71,52.68,5093.12,91.38,5,12.75,1
101.04,50.36,2183.2,64.79,1,99.41,1
221.62,24.52,2744.48,46.8,7,74.07,0
220.03,44.8,3447.79,83.81,8,8.38,0
178.07,25.34,3747.02,44.14,7,17.67,0
69.68,32.13,741.44,56.59,8,57.98,0
128.01,22.75,2092.89,26.06,2,4.19,0
129.16,20.3,4897.92,38.29,5,28.48,1
82.15,29.14,4926.75,35.96,4,98.88,0
42.3,16.38,4693.95,77.94,0,59.84,1
267.19,34.59,1475.66,53.95,0,36.95,1
133.45,11.94,2769.25,92.62,11,70.63,0
133.32,28.77,1815.28,87.81,4,73.16,1
238.0,45.0,2135.58,55.64,4,45.35,0
201.62,9.07,3939.69,90.3,0,43.34,1
252.43,41.36,4887.87,13.21,10,62.73,1
175.9,52.97,1601.05,27.61,7,15.14,1
59.57,53.17,5254.16,87.14,11,21.42,1
147.21,38.62,4049.95,13.49,11,26.31,0
145.27,41.13,1400.32,37.01,3,87.5,0
147.07,39.65,3489.21,58.91,4,9.65,0
86.18,58.31,2126.99,69.62,1,17.62,0
198.18,24.12,2490.45,21.53,7,84.01,0
8.69,19.74,1575.53,86.59,6,6.08,0
78.48,22.47,2456.89,49.78,6,26.07,1
190.88,7.51,2738.18,29.92,2,53.6,0
33.09,58.25,3553.76,21.63,8,1.99,1
211.42,55.17,4334.21,59.76,10,4.92,1
160.64,59.19,4690.75,45.6,11,22.93,1
64.68,45.33,5200.07,13.25,0,75.51,0
150.45,48.52,711.43,35.48,0,23.0,1
37.09,48.12,3776.38,21.81,11,87.66,0
22.96,32.75,4017.45,75.94,0,1.47,1
220.76,48.59,1471.42,64.51,4,78.48,1
223.05,21.62,2794.53,18.97,10,57.62,1
121.9,20.32,1922.11,73.26,8,24.46,1
149.11,26.65,2363.69,59.19,1,45.23,0
134.13,31.22,1044.74,37.95,2,80.97,0
28.62,14.31,4824.14,54.08,3,8.39,0
251.9,46.83,794.66,54.41,6,31.15,1
45.18,22.68,3326.56,46.59,0,26.81,0
149.94,57.77,1678.7,51.52,7,51.44,0
297.83,9.48,1025.22,72.93,6,12.73,1
59.21,52.84,1068.32,89.7,7,17.07,0
146.16,46.19,3235.43,45.95,4,11.76,0
81.33,22.73,4947.73,60.74,2,14.15,0
61.34,38.77,4072.37,56.74,4,47.21,0
298.86,56.03,1321.19,74.36,7,0.98,1
45.1,8.69,5384.88,38.07,3,19.93,1
187.49,37.69,833.86,67.27,3,34.5,1
57.79,20.63,5057.55,48.35,11,30.58,1
162.31,41.27,887.38,23.72,11,21.64,1
169.1,11.97,3111.59,68.03,6,33.02,1
242.19,52.92,3842.48,52.61,2,0.27,1
64.93,56.13,3574.62,22.9,7,87.46,1
153.51,29.18,3824.21,39.44,8,76.0,1
117.97,47.57,4031.22,41.95,8,31.7,1
49.83,39.86,1888.68,22.86,6,56.05,1
236.69,42.7,3289.53,49.19,5,17.8,0
103.8,28.32,3584.87,88.87,3,38.25,1
224.29,5.59,2710.4,57.34,0,58.62,0
150.84,5.71,1865.14,68.25,10,47.87,1
208.65,18.92,3626.35,97.4,0,86.32,1
147.09,31.04,4874.68,77.55,12,10.39,1
183.88,44.23,4028.2,25.92,2,8.28,1
213.18,22.28,4789.45,34.97,3,65.51,0
99.8,41.96,4998.33,90.8,2,90.57,0
282.16,27.17,4688.58,70.27,1,19.29,0
44.25,19.66,1362.93,14.01,9,19.87,0
251.36,5.18,1868.82,41.56,5,46.63,0
25.83,56.17,940.81,92.62,2,72.96,0
230.02,48.38,1587.63,43.71,1,87.72,0
92.33,42.45,5213.29,87.81,11,75.58,0
53.4,12.72,2077.7,30.34,3,27.28,1
293.78,19.26,2697.99,18.32,5,57.87,1
189.31,50.75,683.66,85.13,6,15.57,1
298.13,28.86,3730.04,71.38,4,20.74,0
238.29,9.99,4367.04,33.24,7,26.08,0
155.11,39.71,2876.05,52.05,5,37.23,1
210.39,39.62,4846.65,10.71,6,47.55,1
270.89,15.29,2290.02,24.65,8,18.62,1
172.79,28.92,2496.67,85.07,4,72.34,1
144.77,27.06,700.64,93.61,3,76.32,1
232.22,57.47,2503.75,12.57,8,16.64,1
179.06,43.37,3120.43,95.63,9,75.19,0
291.1,22.01,4329.12,82.13,7,39.6,1
197.58,16.02,1360.34,37.68,2,23.62,1
205.41,51.51,2371.29,52.96,5,9.99,1
118.21,16.69,2861.53,43.87,7,70.62,1
228.91,12.34,4366.3,90.82,10,73.04,1
118.16,8.94,2941.55,76.64,9,2.69,1
108.68,32.58,507.96,63.93,6,91.46,0
41.42,15.34,1556.16,49.19,5,38.41,1
202.58,31.44,1805.1,95.95,2,16.35,0
250.27,30.57,913.2,71.75,1,65.59,1
38.62,32.88,3931.49,11.04,10,95.99,1
231.41,21.66,1793.25,67.07,9,80.71,0
213.61,51.43,5358.85,20.05,2,98.07,1
115.04,42.11,1251.94,40.34,11,59.02,0
136.5,7.67,1908.57,20.94,7,46.03,1
179.8,25.31,2628.51,70.75,12,81.92,1
5.26,22.85,3679.91,63.62,5,73.19,0
118.86,14.64,3174.93,21.34,2,63.29,0
206.7,18.43,4627.86,85.14,11,82.05,1
12.19,22.96,691.44,64.84,11,63.78,0
23.63,56.01,4246.33,48.03,0,18.39,0
216.48,45.85,896.42,92.11,1,79.36,0
161.75,48.65,3971.29,14.39,9,47.29,0
131.08,46.08,4391.54,34.92,10,4.57,1
1.52,16.39,4410.25,69.15,4,26.71,0
292.77,22.5,1606.62,11.63,5,22.11,0
138.19,28.14,3476.15,58.73,7,92.99,1
102.18,24.05,2721.92,51.58,11,49.9,1
120.88,41.34,3356.57,17.07,7,56.13,1
62.27,59.17,2345.96,36.26,5,45.15,0
187.28,36.07,2576.96,78.84,12,97.34,1
147.23,17.91,5105.88,21.85,9,94.88,1
33.19,20.91,4824.47,79.02,11,97.89,1
105.61,16.98,5002.29,35.1,12,36.32,0
228.53,22.48,3178.14,45.3,6,49.48,1
247.84,29.72,5119.55,25.99,4,0.33,0
205.01,10.41,3400.79,47.63,6,41.03,0
185.66,12.62,3599.6,99.9,9,57.06,1
49.94,39.4,3921.82,95.67,0,74.3,0
196.23,35.36,4817.19,86.53,2,45.78,1
213.84,15.99,1163.25,15.83,0,20.7,0
73.51,38.18,5448.57,81.71,7,50.02,1
276.05,13.76,2811.06,96.62,0,74.86,0
121.9,33.59,2851.05,44.68,12,41.71,1
232.98,40.59,3170.85,12.13,7,82.78,1
243.5,50.56,4125.75,13.59,6,71.66,1
37.22,13.03,1812.5,84.27,12,79.16,0
109.94,41.11,1209.75,31.88,7,21.01,1
269.76,32.04,1723.64,33.4,4,68.92,1
135.11,19.19,1876.49,13.22,2,14.8,1
108.82,21.02,5223.96,24.25,10,30.47,0
201.98,13.49,4525.99,21.57,9,29.23,1
63.5,21.66,3421.17,33.35,11,50.86,0
155.05,31.23,5000.02,97.52,10,15.59,1
259.62,31.69,1345.6,57.27,2,48.4,1
200.62,8.56,1624.13,28.58,2,27.83,0
106.95,30.26,5063.51,91.57,11,84.57,0
157.24,17.56,1512.65,69.78,6,62.64,1
288.5,51.56,3188.65,17.15,12,5.6,1
